Complexity	Time	Predicted
430002	11	19,8024
203321	7	12,6844
589040	34	24,7963
82552	1	8,8921
20400	0	6,94047
1,01446e+06	49	38,1549
2,08026e+06	74	71,6222
358413	12	17,5544
178236	6	11,8967
531675	30	22,995
52988	2	7,96376
19007	0	6,89673
63275	10	8,28679
83963	45	8,93641
928582	34	35,4583
782314	20	30,8654
6260	1	6,49646
30869	0	7,2692
117866	3	10,001
598119	19	25,0814
89169	13	9,09988
713788	44	28,7136
491182	12	21,7235
244761	10	13,9856
33431	4	7,34965
58864	2	8,14828
144133	5	10,8258
68133	3	8,43933
381928	9	18,2928
319424	41	16,3301
547378	17	23,4881
685400	45	27,8222
1,13088e+06	35	41,8106
967346	35	36,6755
358460	16	17,5559
827926	21	32,2976
175455	10	11,8094
412350	32	19,2481
456955	12	20,6487
2,32565e+06	73	79,3277
1,09287e+06	34	40,6171
76352	4	8,69742
479541	39	21,358
50173	9	7,87537
129423	9	10,3639
2,01552e+06	57	69,5893
70846	24	8,52452
19624	6	6,9161
128298	8	10,3286
242659	8	13,9196
97397	2	9,35825
640758	19	26,4203
19160	8	6,90153
59034	4	8,15361
507016	16	22,2207
84331	5	8,94797
268552	18	14,7327
83220	6	8,91308
233701	12	13,6383
309273	19	16,0114
178251	4	11,8972
361816	41	17,6613
385615	10	18,4086
1561	0	6,3489
43769	1	7,67428
168293	23	11,5845
559073	25	23,8554
22770	0	7,01489
51407	3	7,91412
176991	11	11,8576
566271	19	24,0814
255787	26	14,3319
516923	35	22,5318
169442	7	11,6205
171339	19	11,6801
135363	14	10,5504
245137	31	13,9974
99466	13	9,42322
241633	11	13,8874
478118	32	21,3133
79150	9	8,78528
224237	7	13,3412
1,44716e+06	50	51,7421
631327	19	26,1242
12394	0	6,68907
100941	5	9,46954
4562	0	6,44314
34459	8	7,38193
326172	13	16,542
273917	9	14,9012
2,03612e+06	68	70,2361
2,30246e+06	67	78,5995
1,6665e+06	52	58,6296
218622	12	13,1648
182272	7	12,0234
132805	6	10,4701
1,0632e+06	28	39,6854
114532	7	9,89631
42292	1	7,6279
1,59775e+06	68	56,4708
91305	3	9,16696
347352	43	17,2071
64664	5	8,3304
505521	13	22,1738
146407	9	10,8972
86145	2	9,00493
903083	56	34,6576
132057	5	10,4466
51621	1	7,92084
53303	4	7,97366
106569	23	9,64626
1,01952e+06	28	38,3138
161516	16	11,3717
139878	3	10,6922
39746	1	7,54795
831493	23	32,4096
8602	0	6,57
697693	28	28,2082
2,06982e+06	54	71,2945
8290	0	6,5602
18420	5	6,87829
238194	12	13,7794
154969	17	11,1661
1,63117e+06	72	57,5202
118911	2	10,0338
1,20334e+06	41	44,0859
37371	2	7,47337
1,16562e+06	30	42,9014
1,77e+06	46	61,8797
355880	10	17,4749
377555	8	18,1555
135557	13	10,5565
338371	8	16,9251
26434	2	7,12994
34737	0	7,39066
57414	5	8,10274
396970	15	18,7652
579622	23	24,5006
2,02655e+06	63	69,9355
18388	0	6,87729
1,11176e+06	38	41,2104
255645	7	14,3274
537674	14	23,1834
657170	29	26,9357
232156	54	13,5898
1,35537e+06	44	48,8598
8354	0	6,56221
2,58958e+06	69	87,6153
247015	7	14,0564
292464	9	15,4836
976005	26	36,9474
49267	1	7,84692
555891	21	23,7554
798289	26	31,367
45796	0	7,73793
262541	11	14,5439
335605	8	16,8382
567990	33	24,1354
326900	32	16,5649
1,85897e+06	76	64,6734
129212	2	10,3573
188614	39	12,2226
184258	6	12,0858
212240	27	12,9644
37420	1	7,47491
36190	0	7,43629
67241	1	8,41132
5955	0	6,48688
186623	5	12,16
295770	8	15,5874
32158	17	7,30968
312542	16	16,114
15766	1	6,79495
2,15399e+06	75	73,9373
183262	10	12,0545
473595	21	21,1713
258976	9	14,432
47866	0	7,80293
26427	3	7,12972
268461	39	14,7298
1,06798e+06	31	39,8355
141922	4	10,7564
79145	5	8,78512
340153	43	16,981
110350	43	9,76499
510480	15	22,3295
1,08152e+06	54	40,2608
157758	5	11,2536
39741	1	7,54779
2,59838e+06	67	87,8917
703	0	6,32196
379782	9	18,2254
8838	0	6,57741
213360	5	12,9996
93614	27	9,23946
25824	3	7,11079
283029	10	15,1873
576025	22	24,3877
312882	14	16,1247
826038	31	32,2383
167761	4	11,5678
305653	7	15,8977
420706	23	19,5105
658341	17	26,9725
1,07905e+06	65	40,1832
284050	13	15,2193
353164	14	17,3896
41729	12	7,61022
155578	3	11,1852
1806	0	6,3566
1735	0	6,35437
635796	20	26,2645
217786	7	13,1386
435071	25	19,9616
20078	0	6,93036
511784	21	22,3704
254669	6	14,2968
65829	1	8,36698
1,37083e+06	42	49,3454
291590	7	15,4561
686805	34	27,8663
187509	7	12,1879
64480	3	8,32462
100924	2	9,469
13056	0	6,70986
266002	6	14,6526
296539	46	15,6115
916021	25	35,0639
30105	16	7,24521
84484	3	8,95277
946688	23	36,0269
35784	9	7,42354
1,02522e+06	26	38,4928
560056	55	23,8862
767239	47	30,392
237756	7	13,7657
33492	2	7,35157
1,02209e+06	42	38,3947
510686	20	22,336
719258	46	28,8853
63420	2	8,29134
156038	25	11,1996
224789	13	13,3585
1,93888e+06	60	67,1829
410869	21	19,2016
366038	9	17,7939
237706	7	13,7641
68448	26	8,44922
109362	5	9,73397
33597	1	7,35487
584546	30	24,6552
447950	14	20,366
23187	0	7,02798
193205	4	12,3667
289173	13	15,3802
178449	46	11,9034
463876	21	20,8661
167238	9	11,5513
143445	5	10,8042
228969	17	13,4897
74232	55	8,63085
180914	29	11,9808
664481	16	27,1653
196502	10	12,4703
121682	3	10,1208
9716	0	6,60498
2,82952e+06	71	95,1496
752636	39	29,9334
8582	0	6,56937
546669	31	23,4659
31188	7	7,27922
578306	26	24,4593
798714	23	31,3803
71730	21	8,55228
168973	14	11,6058
527236	17	22,8556
252192	8	14,219
339758	13	16,9686
1,28046e+06	50	46,5077
185813	7	12,1346
512631	50	22,397
443180	11	20,2162
2,11399e+06	54	72,6815
131107	10	10,4168
11431	4	6,65883
1,61545e+06	60	57,0266
153372	5	11,1159
47592	1	7,79432
2790	0	6,38749
490016	39	21,6869
2,66613e+06	69	90,0192
131770	14	10,4376
325089	27	16,508
145260	18	10,8612
213663	21	13,0091
488175	23	21,6291
9940	0	6,61201
122719	5	10,1534
2068	0	6,36482
262169	23	14,5323
688506	27	27,9197
506987	15	22,2198
115246	5	9,91873
867474	48	33,5395
215003	19	13,0512
88347	2	9,07407
53740	2	7,98738
16098	0	6,80538
1,00627e+06	42	37,8977
332944	20	16,7547
1,76254e+06	55	61,6455
352173	12	17,3585
772246	32	30,5492
125985	7	10,2559
809716	22	31,7258
438170	13	20,0589
315731	8	16,2142
734325	22	29,3584
280429	13	15,1056
180809	32	11,9775
134050	18	10,5092
49035	27	7,83964
523668	26	22,7436
16772	0	6,82654
1,05849e+06	53	39,5376
144297	3	10,831
99425	8	9,42193
725712	33	29,088
58710	1	8,14344
51835	3	7,92756
130234	5	10,3894
35839	9	7,42527
175677	4	11,8163

Linear Regression: y = 3,1401e-05x + 6,29989
